step,description,value
token_0_dim_103,Dimension 103,0.12657740712165833
token_0_dim_104,Dimension 104,0.008334748446941376
token_0_dim_105,Dimension 105,-0.026797544211149216
token_0_dim_106,Dimension 106,-0.08969546854496002
token_0_dim_107,Dimension 107,0.08496441692113876
token_0_dim_108,Dimension 108,-0.0005618557333946228
token_0_dim_109,Dimension 109,-0.03730474412441254
token_0_dim_110,Dimension 110,-0.006441889330744743
token_0_dim_111,Dimension 111,-0.011729151010513306
token_0_dim_112,Dimension 112,-0.2587210237979889
token_0_dim_113,Dimension 113,-0.14887183904647827
token_0_dim_114,Dimension 114,-0.05596620589494705
token_0_dim_115,Dimension 115,0.1134466677904129
token_0_dim_116,Dimension 116,-0.15681762993335724
token_0_dim_117,Dimension 117,0.14576205611228943
token_0_dim_118,Dimension 118,0.07160687446594238
token_0_dim_119,Dimension 119,-0.18724849820137024
token_0_dim_120,Dimension 120,-0.011458499357104301
token_0_dim_121,Dimension 121,-0.04038916155695915
token_0_dim_122,Dimension 122,-0.03802833333611488
token_0_dim_123,Dimension 123,-0.005685838405042887
token_0_dim_124,Dimension 124,-0.005766935646533966
token_0_dim_125,Dimension 125,0.21501293778419495
token_0_dim_126,Dimension 126,-0.18365222215652466
token_0_dim_127,Dimension 127,-0.29167214035987854
token_0_dim_128,Dimension 128,0.6245891451835632
token_0_dim_129,Dimension 129,0.01910838484764099
token_0_dim_130,Dimension 130,-0.055847834795713425
token_0_dim_131,Dimension 131,-0.1918323040008545
token_0_dim_132,Dimension 132,0.04770919308066368
token_0_dim_133,Dimension 133,-0.113658107817173
token_0_dim_134,Dimension 134,0.13323217630386353
token_0_dim_135,Dimension 135,0.07691444456577301
token_0_dim_136,Dimension 136,0.1893586963415146
token_0_dim_137,Dimension 137,-0.02435949631035328
token_0_dim_138,Dimension 138,-0.05267774686217308
token_0_dim_139,Dimension 139,0.10788498818874359
token_0_dim_140,Dimension 140,0.1478087157011032
token_0_dim_141,Dimension 141,-0.0943283662199974
token_0_dim_142,Dimension 142,-0.28748664259910583
token_0_dim_143,Dimension 143,-0.11604703962802887
token_0_dim_144,Dimension 144,0.03772454336285591
token_0_dim_145,Dimension 145,-0.039517711848020554
token_0_dim_146,Dimension 146,0.11689102649688721
token_0_dim_147,Dimension 147,0.009345106780529022
token_0_dim_148,Dimension 148,-0.04716788977384567
token_0_dim_149,Dimension 149,-0.03933867812156677
token_0_dim_150,Dimension 150,-0.04744914919137955
token_0_dim_151,Dimension 151,0.09070322662591934
token_0_dim_152,Dimension 152,0.004941489547491074
token_0_dim_153,Dimension 153,0.10619944334030151
token_0_dim_154,Dimension 154,-0.3454681932926178
token_0_dim_155,Dimension 155,-0.09480050206184387
token_0_dim_156,Dimension 156,0.05815117806196213
token_0_dim_157,Dimension 157,0.045507512986660004
token_0_dim_158,Dimension 158,-0.020940382033586502
token_0_dim_159,Dimension 159,0.0533176064491272
token_0_dim_160,Dimension 160,-0.613878607749939
token_0_dim_161,Dimension 161,-0.23060733079910278
token_0_dim_162,Dimension 162,-0.2207709401845932
token_0_dim_163,Dimension 163,0.4130411148071289
token_0_dim_164,Dimension 164,-0.11972039192914963
token_0_dim_165,Dimension 165,-0.06546694785356522
token_0_dim_166,Dimension 166,-0.03237050771713257
token_0_dim_167,Dimension 167,0.07509030401706696
token_0_dim_168,Dimension 168,-0.07772066444158554
token_0_dim_169,Dimension 169,-0.015583481639623642
token_0_dim_170,Dimension 170,0.04069181904196739
token_0_dim_171,Dimension 171,-0.05315408110618591
token_0_dim_172,Dimension 172,0.07461793720722198
token_0_dim_173,Dimension 173,-0.1723816692829132
token_0_dim_174,Dimension 174,-0.07076995074748993
token_0_dim_175,Dimension 175,-0.06192277371883392
token_0_dim_176,Dimension 176,0.03742910176515579
token_0_dim_177,Dimension 177,-0.0006729457527399063
token_0_dim_178,Dimension 178,0.01342044398188591
token_0_dim_179,Dimension 179,0.0650428906083107
token_0_dim_180,Dimension 180,0.041902996599674225
token_0_dim_181,Dimension 181,-0.02088973857462406
token_0_dim_182,Dimension 182,0.07716747373342514
token_0_dim_183,Dimension 183,0.015389397740364075
token_0_dim_184,Dimension 184,0.027094267308712006
token_0_dim_185,Dimension 185,-0.40388429164886475
token_0_dim_186,Dimension 186,0.1605353206396103
token_0_dim_187,Dimension 187,-0.19562332332134247
token_0_dim_188,Dimension 188,0.013316882774233818
token_0_dim_189,Dimension 189,0.04243001714348793
token_0_dim_190,Dimension 190,-0.10072192549705505
token_0_dim_191,Dimension 191,-0.0646219402551651
token_0_dim_192,Dimension 192,-0.12043212354183197
token_0_dim_193,Dimension 193,0.08315549045801163
token_0_dim_194,Dimension 194,0.16147728264331818
token_0_dim_195,Dimension 195,-0.13700033724308014
token_0_dim_196,Dimension 196,-0.06225420534610748
token_0_dim_197,Dimension 197,0.07560200244188309
token_0_dim_198,Dimension 198,-0.10410919040441513
token_0_dim_199,Dimension 199,-0.08385081589221954
token_0_dim_200,Dimension 200,0.053002048283815384
token_0_dim_201,Dimension 201,0.11541260778903961
token_0_dim_202,Dimension 202,0.041776031255722046
token_0_dim_203,Dimension 203,0.03826752305030823
token_0_dim_204,Dimension 204,-0.15405932068824768
token_0_dim_205,Dimension 205,-0.06752458214759827
token_0_dim_206,Dimension 206,-0.004680301994085312
token_0_dim_207,Dimension 207,-0.09119158983230591
token_0_dim_208,Dimension 208,0.0007444359362125397
token_0_dim_209,Dimension 209,0.20177535712718964
token_0_dim_210,Dimension 210,-0.0667305439710617
token_0_dim_211,Dimension 211,0.062400393187999725
token_0_dim_212,Dimension 212,0.13759663701057434
token_0_dim_213,Dimension 213,0.10429821163415909
token_0_dim_214,Dimension 214,0.10590268671512604
token_0_dim_215,Dimension 215,-0.021290307864546776
token_0_dim_216,Dimension 216,0.24340708553791046
token_0_dim_217,Dimension 217,0.3165997564792633
token_0_dim_218,Dimension 218,0.10212558507919312
token_0_dim_219,Dimension 219,-0.00024318695068359375
token_0_dim_220,Dimension 220,0.45542407035827637
token_0_dim_221,Dimension 221,-0.03882160782814026
token_0_dim_222,Dimension 222,-0.013770949095487595
token_0_dim_223,Dimension 223,-0.04522562772035599
token_0_dim_224,Dimension 224,0.19979998469352722
token_0_dim_225,Dimension 225,-1.0739305019378662
token_0_dim_226,Dimension 226,0.026648763567209244
token_0_dim_227,Dimension 227,0.0733870267868042
token_0_dim_228,Dimension 228,0.20444437861442566
token_0_dim_229,Dimension 229,-0.014877863228321075
token_0_dim_230,Dimension 230,-0.1026998907327652
token_0_dim_231,Dimension 231,-0.022592883557081223
token_0_dim_232,Dimension 232,0.2295544147491455
token_0_dim_233,Dimension 233,0.1518862545490265
token_0_dim_234,Dimension 234,0.4321131408214569
token_0_dim_235,Dimension 235,-0.049760542809963226
token_0_dim_236,Dimension 236,-0.021756578236818314
token_0_dim_237,Dimension 237,0.8469792604446411
token_0_dim_238,Dimension 238,0.06328781694173813
token_0_dim_239,Dimension 239,-0.03890939801931381
token_0_dim_240,Dimension 240,0.05183466151356697
token_0_dim_241,Dimension 241,-0.02202729880809784
token_0_dim_242,Dimension 242,0.3812035024166107
token_0_dim_243,Dimension 243,0.5401788949966431
token_0_dim_244,Dimension 244,0.010788701474666595
token_0_dim_245,Dimension 245,-0.010535960085690022
token_0_dim_246,Dimension 246,-0.23873615264892578
token_0_dim_247,Dimension 247,0.13308054208755493
token_0_dim_248,Dimension 248,-0.11248378455638885
token_0_dim_249,Dimension 249,0.08973201364278793
token_0_dim_250,Dimension 250,-0.06688238680362701
token_0_dim_251,Dimension 251,0.04223457723855972
token_0_dim_252,Dimension 252,0.32062065601348877
token_0_dim_253,Dimension 253,0.3413192629814148
token_0_dim_254,Dimension 254,0.07896352559328079
token_0_dim_255,Dimension 255,-0.24123314023017883
token_1,Token: בְּר,Contribution to sum
token_1_dim_0,Dimension 0,0.1489466279745102
token_1_dim_1,Dimension 1,-0.003960072994232178
token_1_dim_2,Dimension 2,-0.11461195349693298
token_1_dim_3,Dimension 3,0.1499079167842865
token_1_dim_4,Dimension 4,0.017373651266098022
token_1_dim_5,Dimension 5,-0.03301394730806351
token_1_dim_6,Dimension 6,0.03058771789073944
token_1_dim_7,Dimension 7,-0.013397864997386932
token_1_dim_8,Dimension 8,0.04839247465133667
token_1_dim_9,Dimension 9,-0.05726282671093941
token_1_dim_10,Dimension 10,-0.21299785375595093
token_1_dim_11,Dimension 11,-0.0023596584796905518
token_1_dim_12,Dimension 12,0.21496140956878662
token_1_dim_13,Dimension 13,-0.11422599852085114
token_1_dim_14,Dimension 14,-0.07977903634309769
token_1_dim_15,Dimension 15,-0.29603898525238037
token_1_dim_16,Dimension 16,0.15279969573020935
token_1_dim_17,Dimension 17,-0.5296837687492371
token_1_dim_18,Dimension 18,0.030285503715276718
token_1_dim_19,Dimension 19,0.17359523475170135
token_1_dim_20,Dimension 20,0.04828023165464401
token_1_dim_21,Dimension 21,-0.04503922909498215
token_1_dim_22,Dimension 22,0.06566391885280609
token_1_dim_23,Dimension 23,-0.007645880803465843
token_1_dim_24,Dimension 24,-0.07040716707706451
token_1_dim_25,Dimension 25,0.46893128752708435
token_1_dim_26,Dimension 26,-0.0860881358385086
token_1_dim_27,Dimension 27,0.0016298703849315643
token_1_dim_28,Dimension 28,-0.0961029976606369
token_1_dim_29,Dimension 29,0.05341144651174545
token_1_dim_30,Dimension 30,0.04527514427900314
token_1_dim_31,Dimension 31,-0.01910131610929966
token_1_dim_32,Dimension 32,0.13872934877872467
token_1_dim_33,Dimension 33,-0.01049584150314331
token_1_dim_34,Dimension 34,-0.04026135802268982
token_1_dim_35,Dimension 35,0.1808730661869049
token_1_dim_36,Dimension 36,0.1416681408882141
token_1_dim_37,Dimension 37,0.034159936010837555
token_1_dim_38,Dimension 38,0.053098879754543304
token_1_dim_39,Dimension 39,0.2810076177120209
token_1_dim_40,Dimension 40,0.14564979076385498
token_1_dim_41,Dimension 41,0.3332916498184204
token_1_dim_42,Dimension 42,0.05981219932436943
token_1_dim_43,Dimension 43,-0.054745033383369446
token_1_dim_44,Dimension 44,-0.05988427624106407
token_1_dim_45,Dimension 45,-0.009170100092887878
token_1_dim_46,Dimension 46,0.023231200873851776
token_1_dim_47,Dimension 47,0.08174122869968414
token_1_dim_48,Dimension 48,-0.04456232488155365
token_1_dim_49,Dimension 49,-0.03955695033073425
token_1_dim_50,Dimension 50,0.06935112923383713
token_1_dim_51,Dimension 51,0.08385874330997467
token_1_dim_52,Dimension 52,0.0820503830909729
token_1_dim_53,Dimension 53,-0.26530370116233826
token_1_dim_54,Dimension 54,0.061777859926223755
token_1_dim_55,Dimension 55,0.05743946135044098
token_1_dim_56,Dimension 56,-0.16732268035411835
token_1_dim_57,Dimension 57,0.08331109583377838
token_1_dim_58,Dimension 58,0.05093518644571304
token_1_dim_59,Dimension 59,-0.13502861559391022
token_1_dim_60,Dimension 60,-0.027057111263275146
token_1_dim_61,Dimension 61,-0.4078121781349182
token_1_dim_62,Dimension 62,0.1929427534341812
token_1_dim_63,Dimension 63,-0.0010493025183677673
token_1_dim_64,Dimension 64,0.0629354864358902
token_1_dim_65,Dimension 65,0.06901299953460693
token_1_dim_66,Dimension 66,-0.028205182403326035
token_1_dim_67,Dimension 67,0.03411760926246643
token_1_dim_68,Dimension 68,0.05089656263589859
token_1_dim_69,Dimension 69,0.08599694073200226
token_1_dim_70,Dimension 70,-0.09497804194688797
token_1_dim_71,Dimension 71,0.061882153153419495
token_1_dim_72,Dimension 72,-0.1062384694814682
token_1_dim_73,Dimension 73,-0.03298124670982361
token_1_dim_74,Dimension 74,0.04173629730939865
token_1_dim_75,Dimension 75,0.010738521814346313
token_1_dim_76,Dimension 76,0.11199434101581573
token_1_dim_77,Dimension 77,-0.09821504354476929
token_1_dim_78,Dimension 78,-0.09585284441709518
token_1_dim_79,Dimension 79,0.08110728859901428
token_1_dim_80,Dimension 80,-0.03630836308002472
token_1_dim_81,Dimension 81,-0.5331785082817078
token_1_dim_82,Dimension 82,-0.003947004675865173
token_1_dim_83,Dimension 83,-0.05632707476615906
token_1_dim_84,Dimension 84,-0.025052234530448914
token_1_dim_85,Dimension 85,-0.6327198147773743
token_1_dim_86,Dimension 86,0.015074710361659527
token_1_dim_87,Dimension 87,0.039243970066308975
token_1_dim_88,Dimension 88,-0.03416714817285538
token_1_dim_89,Dimension 89,-0.023288801312446594
token_1_dim_90,Dimension 90,0.07920682430267334
token_1_dim_91,Dimension 91,0.007198998238891363
token_1_dim_92,Dimension 92,0.02222365140914917
token_1_dim_93,Dimension 93,0.25883743166923523
token_1_dim_94,Dimension 94,-0.04591759294271469
token_1_dim_95,Dimension 95,-0.005357556045055389
token_1_dim_96,Dimension 96,-0.09645843505859375
token_1_dim_97,Dimension 97,-0.21257752180099487
token_1_dim_98,Dimension 98,0.01467910036444664
token_1_dim_99,Dimension 99,0.1245616227388382
token_1_dim_100,Dimension 100,0.045270126312971115
token_1_dim_101,Dimension 101,-0.08964455127716064
token_1_dim_102,Dimension 102,0.009346908889710903
token_1_dim_103,Dimension 103,0.07136546820402145
token_1_dim_104,Dimension 104,0.10647149384021759
token_1_dim_105,Dimension 105,-0.05286816507577896
token_1_dim_106,Dimension 106,-0.032742977142333984
token_1_dim_107,Dimension 107,0.06520698219537735
token_1_dim_108,Dimension 108,-0.046634383499622345
token_1_dim_109,Dimension 109,-0.0458979606628418
token_1_dim_110,Dimension 110,0.3455863893032074
token_1_dim_111,Dimension 111,-0.06543584913015366
token_1_dim_112,Dimension 112,0.46430009603500366
token_1_dim_113,Dimension 113,-0.13809961080551147
token_1_dim_114,Dimension 114,-0.09365380555391312
token_1_dim_115,Dimension 115,0.07154032588005066
token_1_dim_116,Dimension 116,-0.06331518292427063
token_1_dim_117,Dimension 117,-0.027358409017324448
token_1_dim_118,Dimension 118,0.1365211308002472
token_1_dim_119,Dimension 119,-0.27029722929000854
token_1_dim_120,Dimension 120,-0.006493261083960533
token_1_dim_121,Dimension 121,0.005524251610040665
token_1_dim_122,Dimension 122,-0.02818421646952629
token_1_dim_123,Dimension 123,-0.17873239517211914
token_1_dim_124,Dimension 124,-0.055288270115852356
token_1_dim_125,Dimension 125,0.09979106485843658
token_1_dim_126,Dimension 126,0.10828275978565216
token_1_dim_127,Dimension 127,0.21233007311820984
token_1_dim_128,Dimension 128,0.6246451735496521
token_1_dim_129,Dimension 129,0.11808755248785019
token_1_dim_130,Dimension 130,-0.0017488375306129456
token_1_dim_131,Dimension 131,-0.08759889751672745
token_1_dim_132,Dimension 132,0.05356099084019661
token_1_dim_133,Dimension 133,0.2726001441478729
token_1_dim_134,Dimension 134,0.5868443846702576
token_1_dim_135,Dimension 135,0.11604511737823486
token_1_dim_136,Dimension 136,0.17720012366771698
token_1_dim_137,Dimension 137,0.04439108073711395
token_1_dim_138,Dimension 138,-0.05030844360589981
token_1_dim_139,Dimension 139,0.004066171124577522
token_1_dim_140,Dimension 140,0.15074442327022552
token_1_dim_141,Dimension 141,-0.6665242314338684
token_1_dim_142,Dimension 142,-0.07845848798751831
token_1_dim_143,Dimension 143,0.03813113272190094
token_1_dim_144,Dimension 144,-0.06788978725671768
token_1_dim_145,Dimension 145,-0.40716952085494995
token_1_dim_146,Dimension 146,0.06851960718631744
token_1_dim_147,Dimension 147,0.011364541947841644
token_1_dim_148,Dimension 148,-0.057879600673913956
token_1_dim_149,Dimension 149,-0.10801438987255096
token_1_dim_150,Dimension 150,0.013379947282373905
token_1_dim_151,Dimension 151,0.083074189722538
token_1_dim_152,Dimension 152,-0.041378896683454514
token_1_dim_153,Dimension 153,0.020972587168216705
token_1_dim_154,Dimension 154,0.052929602563381195
token_1_dim_155,Dimension 155,-0.08926784247159958
token_1_dim_156,Dimension 156,0.03123348578810692
token_1_dim_157,Dimension 157,0.043726369738578796
token_1_dim_158,Dimension 158,0.01329667866230011
token_1_dim_159,Dimension 159,0.049134448170661926
token_1_dim_160,Dimension 160,-0.0669746920466423
token_1_dim_161,Dimension 161,-0.3491525948047638
token_1_dim_162,Dimension 162,-0.21872836351394653
token_1_dim_163,Dimension 163,-0.4417024254798889
token_1_dim_164,Dimension 164,0.1913926601409912
token_1_dim_165,Dimension 165,-0.017855629324913025
token_1_dim_166,Dimension 166,-0.0409061424434185
token_1_dim_167,Dimension 167,0.018124427646398544
token_1_dim_168,Dimension 168,-0.003107525408267975
token_1_dim_169,Dimension 169,-0.0008128806948661804
token_1_dim_170,Dimension 170,0.004525400698184967
token_1_dim_171,Dimension 171,0.03529463708400726
token_1_dim_172,Dimension 172,0.046000733971595764
token_1_dim_173,Dimension 173,-0.05894191563129425
token_1_dim_174,Dimension 174,1.0719563961029053
token_1_dim_175,Dimension 175,-0.05879870057106018
token_1_dim_176,Dimension 176,-0.020073052495718002
token_1_dim_177,Dimension 177,0.029584888368844986
token_1_dim_178,Dimension 178,-0.004723116755485535
token_1_dim_179,Dimension 179,0.06237105280160904
token_1_dim_180,Dimension 180,0.0639868825674057
token_1_dim_181,Dimension 181,0.03675244376063347
token_1_dim_182,Dimension 182,0.15602394938468933
token_1_dim_183,Dimension 183,0.0333113819360733
token_1_dim_184,Dimension 184,0.060292407870292664
token_1_dim_185,Dimension 185,0.23946945369243622
token_1_dim_186,Dimension 186,0.11624205112457275
token_1_dim_187,Dimension 187,-0.15670764446258545
token_1_dim_188,Dimension 188,0.03645630180835724
token_1_dim_189,Dimension 189,-0.18450123071670532
token_1_dim_190,Dimension 190,-0.23288215696811676
token_1_dim_191,Dimension 191,-0.0143451988697052
token_1_dim_192,Dimension 192,-0.1509544998407364
token_1_dim_193,Dimension 193,0.053458765149116516
token_1_dim_194,Dimension 194,-0.19672614336013794
token_1_dim_195,Dimension 195,0.1566849648952484
token_1_dim_196,Dimension 196,-0.2975843548774719
token_1_dim_197,Dimension 197,0.08986549824476242
token_1_dim_198,Dimension 198,0.07065563648939133
token_1_dim_199,Dimension 199,-0.02056606113910675
token_1_dim_200,Dimension 200,0.058594055473804474
token_1_dim_201,Dimension 201,0.13536041975021362
token_1_dim_202,Dimension 202,0.0937776044011116
token_1_dim_203,Dimension 203,0.060236867517232895
token_1_dim_204,Dimension 204,-0.10213977098464966
token_1_dim_205,Dimension 205,-0.028750691562891006
token_1_dim_206,Dimension 206,0.04104526340961456
token_1_dim_207,Dimension 207,-0.09673517942428589
token_1_dim_208,Dimension 208,-0.007772838696837425
token_1_dim_209,Dimension 209,0.121274933218956
token_1_dim_210,Dimension 210,-0.06716419756412506
token_1_dim_211,Dimension 211,0.10695180296897888
token_1_dim_212,Dimension 212,0.17545078694820404
token_1_dim_213,Dimension 213,-0.435545414686203
token_1_dim_214,Dimension 214,-0.4602872133255005
token_1_dim_215,Dimension 215,-0.017427053302526474
token_1_dim_216,Dimension 216,-0.05143722519278526
token_1_dim_217,Dimension 217,-0.4785017967224121
token_1_dim_218,Dimension 218,0.009520454332232475
token_1_dim_219,Dimension 219,0.015219166874885559
token_1_dim_220,Dimension 220,0.47494781017303467
token_1_dim_221,Dimension 221,-0.0900135338306427
token_1_dim_222,Dimension 222,-0.0032022022642195225
token_1_dim_223,Dimension 223,-0.12433598935604095
token_1_dim_224,Dimension 224,-0.30430158972740173
token_1_dim_225,Dimension 225,-0.0906067043542862
token_1_dim_226,Dimension 226,0.5553095936775208
token_1_dim_227,Dimension 227,0.05482620745897293
token_1_dim_228,Dimension 228,0.08537635952234268
token_1_dim_229,Dimension 229,-0.14199593663215637
token_1_dim_230,Dimension 230,-0.08605748414993286
token_1_dim_231,Dimension 231,0.23627042770385742
token_1_dim_232,Dimension 232,0.1803228259086609
token_1_dim_233,Dimension 233,0.17158937454223633
token_1_dim_234,Dimension 234,0.4863812029361725
token_1_dim_235,Dimension 235,-0.01906440034508705
token_1_dim_236,Dimension 236,0.0252375528216362
token_1_dim_237,Dimension 237,-0.5165574550628662
token_1_dim_238,Dimension 238,0.03213629126548767
token_1_dim_239,Dimension 239,-0.037805914878845215
token_1_dim_240,Dimension 240,-0.009238053113222122
token_1_dim_241,Dimension 241,0.09446128457784653
token_1_dim_242,Dimension 242,-0.4007985293865204
token_1_dim_243,Dimension 243,0.5828225612640381
token_1_dim_244,Dimension 244,0.14608094096183777
token_1_dim_245,Dimension 245,-0.022127941250801086
token_1_dim_246,Dimension 246,-0.008185647428035736
token_1_dim_247,Dimension 247,0.07945944368839264
token_1_dim_248,Dimension 248,-0.052559591829776764
token_1_dim_249,Dimension 249,0.0697856917977333
token_1_dim_250,Dimension 250,-0.02765774354338646
token_1_dim_251,Dimension 251,0.022612396627664566
token_1_dim_252,Dimension 252,-0.040588926523923874
token_1_dim_253,Dimension 253,0.3460143208503723
token_1_dim_254,Dimension 254,0.02664446458220482
token_1_dim_255,Dimension 255,0.26290014386177063
token_2,Token: ֵא,Contribution to sum
token_2_dim_0,Dimension 0,0.24841919541358948
token_2_dim_1,Dimension 1,-0.03621235489845276
token_2_dim_2,Dimension 2,0.04453568160533905
token_2_dim_3,Dimension 3,0.08556462824344635
token_2_dim_4,Dimension 4,0.03455460071563721
token_2_dim_5,Dimension 5,-0.09764204174280167
token_2_dim_6,Dimension 6,-0.013337578624486923
token_2_dim_7,Dimension 7,-8.88206996023655e-05
token_2_dim_8,Dimension 8,0.09143215417861938
token_2_dim_9,Dimension 9,-0.061293523758649826
token_2_dim_10,Dimension 10,-0.11063265800476074
token_2_dim_11,Dimension 11,0.03147350996732712
token_2_dim_12,Dimension 12,0.2175987809896469
token_2_dim_13,Dimension 13,-0.09300553798675537
token_2_dim_14,Dimension 14,0.010650187730789185
token_2_dim_15,Dimension 15,-0.014297090470790863
token_2_dim_16,Dimension 16,0.035428665578365326
token_2_dim_17,Dimension 17,-0.3319713771343231
token_2_dim_18,Dimension 18,-0.04107004031538963
token_2_dim_19,Dimension 19,0.11868374794721603
token_2_dim_20,Dimension 20,0.020413342863321304
token_2_dim_21,Dimension 21,-0.10827474296092987
token_2_dim_22,Dimension 22,0.09868693351745605
token_2_dim_23,Dimension 23,-0.08989673852920532
token_2_dim_24,Dimension 24,-0.032876044511795044
token_2_dim_25,Dimension 25,-0.027213070541620255
token_2_dim_26,Dimension 26,-0.03825594112277031
token_2_dim_27,Dimension 27,0.029151784256100655
token_2_dim_28,Dimension 28,0.053438276052474976
token_2_dim_29,Dimension 29,0.08162309229373932
token_2_dim_30,Dimension 30,-0.13416054844856262
token_2_dim_31,Dimension 31,-0.0551530085504055
token_2_dim_32,Dimension 32,0.09401383250951767
token_2_dim_33,Dimension 33,-0.016008682548999786
