step,description,value
token_0_dim_105,Dimension 105,0.08404489606618881
token_0_dim_106,Dimension 106,0.1732228845357895
token_0_dim_107,Dimension 107,-0.21189725399017334
token_0_dim_108,Dimension 108,0.06939443945884705
token_0_dim_109,Dimension 109,-0.023986302316188812
token_0_dim_110,Dimension 110,0.08700521290302277
token_0_dim_111,Dimension 111,-0.03460358455777168
token_0_dim_112,Dimension 112,-0.03851872310042381
token_0_dim_113,Dimension 113,0.07020416855812073
token_0_dim_114,Dimension 114,-0.20442742109298706
token_0_dim_115,Dimension 115,-0.08361753076314926
token_0_dim_116,Dimension 116,-0.03371889889240265
token_0_dim_117,Dimension 117,0.1438324749469757
token_0_dim_118,Dimension 118,0.3123919367790222
token_0_dim_119,Dimension 119,-0.01464125607162714
token_0_dim_120,Dimension 120,-0.10622189193964005
token_0_dim_121,Dimension 121,-0.06204609572887421
token_0_dim_122,Dimension 122,-0.017948294058442116
token_0_dim_123,Dimension 123,0.0850084125995636
token_0_dim_124,Dimension 124,0.02913081645965576
token_0_dim_125,Dimension 125,-0.18561741709709167
token_0_dim_126,Dimension 126,-0.008440712466835976
token_0_dim_127,Dimension 127,0.21969394385814667
token_0_dim_128,Dimension 128,0.0235743410885334
token_0_dim_129,Dimension 129,0.07189717888832092
token_0_dim_130,Dimension 130,0.04191465675830841
token_0_dim_131,Dimension 131,0.17976360023021698
token_0_dim_132,Dimension 132,0.02821943536400795
token_0_dim_133,Dimension 133,0.12577269971370697
token_0_dim_134,Dimension 134,-0.09321846067905426
token_0_dim_135,Dimension 135,-0.14413370192050934
token_0_dim_136,Dimension 136,0.0722983181476593
token_0_dim_137,Dimension 137,-0.025843674317002296
token_0_dim_138,Dimension 138,-0.054021596908569336
token_0_dim_139,Dimension 139,0.058893341571092606
token_0_dim_140,Dimension 140,0.04437924921512604
token_0_dim_141,Dimension 141,0.04211655259132385
token_0_dim_142,Dimension 142,0.04243368282914162
token_0_dim_143,Dimension 143,0.06009339541196823
token_0_dim_144,Dimension 144,-0.02723100408911705
token_0_dim_145,Dimension 145,0.11663496494293213
token_0_dim_146,Dimension 146,0.03563712537288666
token_0_dim_147,Dimension 147,0.07236122339963913
token_0_dim_148,Dimension 148,-0.035990048199892044
token_0_dim_149,Dimension 149,-0.037790387868881226
token_0_dim_150,Dimension 150,0.07116620242595673
token_0_dim_151,Dimension 151,0.025886787101626396
token_0_dim_152,Dimension 152,-0.16200700402259827
token_0_dim_153,Dimension 153,0.03691299632191658
token_0_dim_154,Dimension 154,0.140519380569458
token_0_dim_155,Dimension 155,0.1514812707901001
token_0_dim_156,Dimension 156,-0.08342032134532928
token_0_dim_157,Dimension 157,-0.2432846575975418
token_0_dim_158,Dimension 158,-0.005328617990016937
token_0_dim_159,Dimension 159,0.008079779334366322
token_0_dim_160,Dimension 160,-0.12933312356472015
token_0_dim_161,Dimension 161,0.091433085501194
token_0_dim_162,Dimension 162,0.30500587821006775
token_0_dim_163,Dimension 163,-0.10421581566333771
token_0_dim_164,Dimension 164,0.06901677697896957
token_0_dim_165,Dimension 165,-0.04565264657139778
token_0_dim_166,Dimension 166,0.08333742618560791
token_0_dim_167,Dimension 167,-0.10569509863853455
token_0_dim_168,Dimension 168,-0.32487452030181885
token_0_dim_169,Dimension 169,-0.024546466767787933
token_0_dim_170,Dimension 170,-0.15035520493984222
token_0_dim_171,Dimension 171,-0.12572252750396729
token_0_dim_172,Dimension 172,-0.03784940391778946
token_0_dim_173,Dimension 173,0.31317073106765747
token_0_dim_174,Dimension 174,-0.06163995712995529
token_0_dim_175,Dimension 175,0.11014693975448608
token_0_dim_176,Dimension 176,0.05751585587859154
token_0_dim_177,Dimension 177,-0.09925917536020279
token_0_dim_178,Dimension 178,0.0231054425239563
token_0_dim_179,Dimension 179,0.09417858719825745
token_0_dim_180,Dimension 180,0.1317409723997116
token_0_dim_181,Dimension 181,-0.08066704869270325
token_0_dim_182,Dimension 182,-0.010651817545294762
token_0_dim_183,Dimension 183,0.004931318573653698
token_0_dim_184,Dimension 184,0.12628954648971558
token_0_dim_185,Dimension 185,0.05456383526325226
token_0_dim_186,Dimension 186,0.08225731551647186
token_0_dim_187,Dimension 187,-0.02611199952661991
token_0_dim_188,Dimension 188,-0.08610992133617401
token_0_dim_189,Dimension 189,-0.14171645045280457
token_0_dim_190,Dimension 190,0.11075377464294434
token_0_dim_191,Dimension 191,0.01977095752954483
token_0_dim_192,Dimension 192,-0.12420663982629776
token_0_dim_193,Dimension 193,-0.031198391690850258
token_0_dim_194,Dimension 194,-0.15861676633358002
token_0_dim_195,Dimension 195,0.034215476363897324
token_0_dim_196,Dimension 196,0.08648771047592163
token_0_dim_197,Dimension 197,0.24194124341011047
token_0_dim_198,Dimension 198,-0.017965365201234818
token_0_dim_199,Dimension 199,-0.13431423902511597
token_0_dim_200,Dimension 200,0.10648903250694275
token_0_dim_201,Dimension 201,0.10493097454309464
token_0_dim_202,Dimension 202,0.10301300138235092
token_0_dim_203,Dimension 203,-0.18888060748577118
token_0_dim_204,Dimension 204,-0.20883893966674805
token_0_dim_205,Dimension 205,0.051245301961898804
token_0_dim_206,Dimension 206,0.056265562772750854
token_0_dim_207,Dimension 207,-0.17940111458301544
token_0_dim_208,Dimension 208,0.18959514796733856
token_0_dim_209,Dimension 209,0.08595531433820724
token_0_dim_210,Dimension 210,-0.05481535196304321
token_0_dim_211,Dimension 211,0.17400135099887848
token_0_dim_212,Dimension 212,-0.12274842709302902
token_0_dim_213,Dimension 213,0.08661513775587082
token_0_dim_214,Dimension 214,0.0162137933075428
token_0_dim_215,Dimension 215,-0.1945054829120636
token_0_dim_216,Dimension 216,-0.05849128216505051
token_0_dim_217,Dimension 217,-0.02429182082414627
token_0_dim_218,Dimension 218,-0.13255009055137634
token_0_dim_219,Dimension 219,0.008032974787056446
token_0_dim_220,Dimension 220,-0.041171059012413025
token_0_dim_221,Dimension 221,-0.138437420129776
token_0_dim_222,Dimension 222,-0.16077743470668793
token_0_dim_223,Dimension 223,0.11852201819419861
token_0_dim_224,Dimension 224,-0.16259926557540894
token_0_dim_225,Dimension 225,0.1389961540699005
token_0_dim_226,Dimension 226,-0.11368260532617569
token_0_dim_227,Dimension 227,0.09767014533281326
token_0_dim_228,Dimension 228,0.003932662308216095
token_0_dim_229,Dimension 229,0.005511574447154999
token_0_dim_230,Dimension 230,-0.009372982196509838
token_0_dim_231,Dimension 231,0.030494118109345436
token_0_dim_232,Dimension 232,0.05700013414025307
token_0_dim_233,Dimension 233,-0.09921449422836304
token_0_dim_234,Dimension 234,-0.26552289724349976
token_0_dim_235,Dimension 235,-0.1291836053133011
token_0_dim_236,Dimension 236,0.03706388175487518
token_0_dim_237,Dimension 237,0.02505955845117569
token_0_dim_238,Dimension 238,0.029963836073875427
token_0_dim_239,Dimension 239,-0.32638636231422424
token_0_dim_240,Dimension 240,0.054055627435445786
token_0_dim_241,Dimension 241,-0.04672569781541824
token_0_dim_242,Dimension 242,0.052530694752931595
token_0_dim_243,Dimension 243,-0.13867150247097015
token_0_dim_244,Dimension 244,0.19115707278251648
token_0_dim_245,Dimension 245,0.026560667902231216
token_0_dim_246,Dimension 246,0.1211279034614563
token_0_dim_247,Dimension 247,-0.09193021059036255
token_0_dim_248,Dimension 248,0.1439698189496994
token_0_dim_249,Dimension 249,-0.016083844006061554
token_0_dim_250,Dimension 250,-0.055759280920028687
token_0_dim_251,Dimension 251,-0.03778115287423134
token_0_dim_252,Dimension 252,0.03543151170015335
token_0_dim_253,Dimension 253,-0.07527511566877365
token_0_dim_254,Dimension 254,0.053259555250406265
token_0_dim_255,Dimension 255,0.028684334829449654
token_0_dim_256,Dimension 256,0.15709644556045532
token_0_dim_257,Dimension 257,0.09886186569929123
token_0_dim_258,Dimension 258,0.2248540222644806
token_0_dim_259,Dimension 259,0.040666669607162476
token_0_dim_260,Dimension 260,-0.004447007551789284
token_0_dim_261,Dimension 261,-0.12167370319366455
token_0_dim_262,Dimension 262,-0.18920215964317322
token_0_dim_263,Dimension 263,-0.013995140790939331
token_0_dim_264,Dimension 264,0.086049884557724
token_0_dim_265,Dimension 265,-0.1249544620513916
token_0_dim_266,Dimension 266,-0.02483329176902771
token_0_dim_267,Dimension 267,-0.1324412226676941
token_0_dim_268,Dimension 268,-0.004567563533782959
token_0_dim_269,Dimension 269,0.018783990293741226
token_0_dim_270,Dimension 270,0.07213986665010452
token_0_dim_271,Dimension 271,0.07232484966516495
token_0_dim_272,Dimension 272,-0.11824627220630646
token_0_dim_273,Dimension 273,-0.011284440755844116
token_0_dim_274,Dimension 274,0.053921736776828766
token_0_dim_275,Dimension 275,-0.07081975042819977
token_0_dim_276,Dimension 276,0.0629323273897171
token_0_dim_277,Dimension 277,0.031745512038469315
token_0_dim_278,Dimension 278,-0.09412234276533127
token_0_dim_279,Dimension 279,0.10935774445533752
token_0_dim_280,Dimension 280,-0.020088745281100273
token_0_dim_281,Dimension 281,-0.11107120662927628
token_0_dim_282,Dimension 282,0.03794420138001442
token_0_dim_283,Dimension 283,0.11383794993162155
token_0_dim_284,Dimension 284,0.02094957046210766
token_0_dim_285,Dimension 285,0.10885430127382278
token_0_dim_286,Dimension 286,0.1050432100892067
token_0_dim_287,Dimension 287,-0.06618742644786835
token_0_dim_288,Dimension 288,0.028308473527431488
token_0_dim_289,Dimension 289,-0.10119100660085678
token_0_dim_290,Dimension 290,-0.14767427742481232
token_0_dim_291,Dimension 291,-0.0646858662366867
token_0_dim_292,Dimension 292,0.13877156376838684
token_0_dim_293,Dimension 293,-0.02054423652589321
token_0_dim_294,Dimension 294,0.07955604791641235
token_0_dim_295,Dimension 295,0.05597807839512825
token_0_dim_296,Dimension 296,0.03862147033214569
token_0_dim_297,Dimension 297,-0.14230626821517944
token_0_dim_298,Dimension 298,0.04986689239740372
token_0_dim_299,Dimension 299,-0.0013628676533699036
token_0_dim_300,Dimension 300,-0.09434279799461365
token_0_dim_301,Dimension 301,-0.11798819154500961
token_0_dim_302,Dimension 302,0.023632530122995377
token_0_dim_303,Dimension 303,0.0440378338098526
token_0_dim_304,Dimension 304,-0.07372856140136719
token_0_dim_305,Dimension 305,-0.0016050420235842466
token_0_dim_306,Dimension 306,0.11068901419639587
token_0_dim_307,Dimension 307,0.09468545019626617
token_0_dim_308,Dimension 308,0.04441811516880989
token_0_dim_309,Dimension 309,0.10562047362327576
token_0_dim_310,Dimension 310,-0.1280711591243744
token_0_dim_311,Dimension 311,0.12100911885499954
token_0_dim_312,Dimension 312,0.04411754012107849
token_0_dim_313,Dimension 313,0.3141237795352936
token_0_dim_314,Dimension 314,-0.07284906506538391
token_0_dim_315,Dimension 315,0.13496863842010498
token_0_dim_316,Dimension 316,0.027424346655607224
token_0_dim_317,Dimension 317,-0.2064254879951477
token_0_dim_318,Dimension 318,-0.04188680276274681
token_0_dim_319,Dimension 319,0.08787775039672852
token_0_dim_320,Dimension 320,-0.19602489471435547
token_0_dim_321,Dimension 321,-0.1471414864063263
token_0_dim_322,Dimension 322,-0.03136458992958069
token_0_dim_323,Dimension 323,0.01865321956574917
token_0_dim_324,Dimension 324,0.07635323703289032
token_0_dim_325,Dimension 325,-0.05960225686430931
token_0_dim_326,Dimension 326,0.2988806664943695
token_0_dim_327,Dimension 327,0.06501762568950653
token_0_dim_328,Dimension 328,-0.1526605188846588
token_0_dim_329,Dimension 329,0.001829490065574646
token_0_dim_330,Dimension 330,0.08244424313306808
token_0_dim_331,Dimension 331,-0.03856116533279419
token_0_dim_332,Dimension 332,-0.012071961537003517
token_0_dim_333,Dimension 333,-0.08291646838188171
token_0_dim_334,Dimension 334,0.1380627155303955
token_0_dim_335,Dimension 335,0.06565790623426437
token_0_dim_336,Dimension 336,0.08130688220262527
token_0_dim_337,Dimension 337,-0.12439186125993729
token_0_dim_338,Dimension 338,-0.08661273121833801
token_0_dim_339,Dimension 339,-0.019827626645565033
token_0_dim_340,Dimension 340,0.03013739176094532
token_0_dim_341,Dimension 341,-0.10426757484674454
token_0_dim_342,Dimension 342,-0.05876114219427109
token_0_dim_343,Dimension 343,0.10420495271682739
token_0_dim_344,Dimension 344,-0.020831864327192307
token_0_dim_345,Dimension 345,-0.007669718936085701
token_0_dim_346,Dimension 346,-0.11675328016281128
token_0_dim_347,Dimension 347,-0.017770158126950264
token_0_dim_348,Dimension 348,-0.10507457703351974
token_0_dim_349,Dimension 349,-0.027683906257152557
token_0_dim_350,Dimension 350,0.0026011825539171696
token_0_dim_351,Dimension 351,-0.09670548141002655
token_0_dim_352,Dimension 352,-0.015174896456301212
token_0_dim_353,Dimension 353,0.0839027389883995
token_0_dim_354,Dimension 354,0.02857505902647972
token_0_dim_355,Dimension 355,0.018558964133262634
token_0_dim_356,Dimension 356,0.027644269168376923
token_0_dim_357,Dimension 357,0.06064010411500931
token_0_dim_358,Dimension 358,-0.03924858942627907
token_0_dim_359,Dimension 359,-0.10730253905057907
token_0_dim_360,Dimension 360,0.05092810094356537
token_0_dim_361,Dimension 361,-0.1805485486984253
token_0_dim_362,Dimension 362,-0.06006617099046707
token_0_dim_363,Dimension 363,0.1919214278459549
token_0_dim_364,Dimension 364,0.18169370293617249
token_0_dim_365,Dimension 365,0.13144707679748535
token_0_dim_366,Dimension 366,0.10444474220275879
token_0_dim_367,Dimension 367,0.08720117807388306
token_0_dim_368,Dimension 368,-0.043266937136650085
token_0_dim_369,Dimension 369,-0.03631162270903587
token_0_dim_370,Dimension 370,0.004868452437222004
token_0_dim_371,Dimension 371,0.13882218301296234
token_0_dim_372,Dimension 372,0.07031389325857162
token_0_dim_373,Dimension 373,0.018154297024011612
token_0_dim_374,Dimension 374,0.014464476145803928
token_0_dim_375,Dimension 375,0.2627143859863281
token_0_dim_376,Dimension 376,0.07921786606311798
token_0_dim_377,Dimension 377,-0.04867944121360779
token_0_dim_378,Dimension 378,-0.30229103565216064
token_0_dim_379,Dimension 379,0.05456472188234329
token_0_dim_380,Dimension 380,0.07214447110891342
token_0_dim_381,Dimension 381,-0.10740223526954651
token_0_dim_382,Dimension 382,-0.09723750501871109
token_0_dim_383,Dimension 383,-0.14681999385356903
token_0_dim_384,Dimension 384,-0.2556954622268677
token_0_dim_385,Dimension 385,0.16174651682376862
token_0_dim_386,Dimension 386,0.059172384440898895
token_0_dim_387,Dimension 387,0.09717132896184921
token_0_dim_388,Dimension 388,-0.04861896485090256
token_0_dim_389,Dimension 389,0.04482680559158325
token_0_dim_390,Dimension 390,0.013200916349887848
token_0_dim_391,Dimension 391,-0.3207851052284241
token_0_dim_392,Dimension 392,-0.02668898180127144
token_0_dim_393,Dimension 393,0.01487678475677967
token_0_dim_394,Dimension 394,0.028013568371534348
token_0_dim_395,Dimension 395,0.18372470140457153
token_0_dim_396,Dimension 396,-0.21802279353141785
token_0_dim_397,Dimension 397,0.11069735884666443
token_0_dim_398,Dimension 398,0.03678498789668083
token_0_dim_399,Dimension 399,0.07317440211772919
token_0_dim_400,Dimension 400,0.013581016100943089
token_0_dim_401,Dimension 401,0.1126914992928505
token_0_dim_402,Dimension 402,0.17217661440372467
token_0_dim_403,Dimension 403,-0.11711867153644562
token_0_dim_404,Dimension 404,-0.0739528238773346
token_0_dim_405,Dimension 405,0.1006777435541153
token_0_dim_406,Dimension 406,0.030100103467702866
token_0_dim_407,Dimension 407,0.0742119774222374
token_0_dim_408,Dimension 408,0.011428290978074074
token_0_dim_409,Dimension 409,-0.1170019581913948
token_0_dim_410,Dimension 410,-0.0027188118547201157
token_0_dim_411,Dimension 411,0.11495938897132874
token_0_dim_412,Dimension 412,-0.041718970984220505
token_0_dim_413,Dimension 413,0.007922434248030186
token_0_dim_414,Dimension 414,-0.1258600354194641
token_0_dim_415,Dimension 415,0.014645082876086235
token_0_dim_416,Dimension 416,-0.00744615076109767
token_0_dim_417,Dimension 417,-0.0009473618119955063
token_0_dim_418,Dimension 418,0.1250523179769516
token_0_dim_419,Dimension 419,-0.1953078806400299
token_0_dim_420,Dimension 420,0.0901893675327301
token_0_dim_421,Dimension 421,-0.061607763171195984
token_0_dim_422,Dimension 422,0.0010502450168132782
token_0_dim_423,Dimension 423,-0.051296308636665344
token_0_dim_424,Dimension 424,-0.00012314599007368088
token_0_dim_425,Dimension 425,0.09221374243497849
token_0_dim_426,Dimension 426,-0.14719296991825104
token_0_dim_427,Dimension 427,0.10590684413909912
token_0_dim_428,Dimension 428,0.017786171287298203
token_0_dim_429,Dimension 429,0.0064744725823402405
token_0_dim_430,Dimension 430,-0.12804929912090302
token_0_dim_431,Dimension 431,-0.34285634756088257
token_0_dim_432,Dimension 432,-0.04029317945241928
token_0_dim_433,Dimension 433,-0.07684101909399033
token_0_dim_434,Dimension 434,0.11186647415161133
token_0_dim_435,Dimension 435,-0.04479910433292389
token_0_dim_436,Dimension 436,0.0947437584400177
token_0_dim_437,Dimension 437,0.21995995938777924
token_0_dim_438,Dimension 438,-0.012050505727529526
token_0_dim_439,Dimension 439,-0.14030565321445465
token_0_dim_440,Dimension 440,0.03275429457426071
token_0_dim_441,Dimension 441,-0.026353485882282257
token_0_dim_442,Dimension 442,-0.041387058794498444
token_0_dim_443,Dimension 443,0.17316889762878418
token_0_dim_444,Dimension 444,-0.026875721290707588
token_0_dim_445,Dimension 445,0.03909587115049362
token_0_dim_446,Dimension 446,-0.090223029255867
token_0_dim_447,Dimension 447,0.04875272139906883
token_0_dim_448,Dimension 448,-0.01935015246272087
token_0_dim_449,Dimension 449,-0.016325239092111588
token_0_dim_450,Dimension 450,-0.06743033230304718
token_0_dim_451,Dimension 451,-0.14851395785808563
token_0_dim_452,Dimension 452,-0.1058114767074585
token_0_dim_453,Dimension 453,0.09437671303749084
token_0_dim_454,Dimension 454,-0.13115906715393066
token_0_dim_455,Dimension 455,0.07398655265569687
token_0_dim_456,Dimension 456,0.12441597878932953
token_0_dim_457,Dimension 457,-0.07476920634508133
token_0_dim_458,Dimension 458,0.05662514269351959
token_0_dim_459,Dimension 459,0.07376667857170105
token_0_dim_460,Dimension 460,0.008508661761879921
token_0_dim_461,Dimension 461,-0.052715934813022614
token_0_dim_462,Dimension 462,-0.010037381201982498
token_0_dim_463,Dimension 463,0.1971675604581833
token_0_dim_464,Dimension 464,0.11259417980909348
token_0_dim_465,Dimension 465,0.08038361370563507
token_0_dim_466,Dimension 466,-0.11300715804100037
token_0_dim_467,Dimension 467,-0.1255689114332199
token_0_dim_468,Dimension 468,0.04945364594459534
token_0_dim_469,Dimension 469,-0.2170364260673523
token_0_dim_470,Dimension 470,0.0410248264670372
token_0_dim_471,Dimension 471,-0.021770145744085312
token_0_dim_472,Dimension 472,0.1093686893582344
token_0_dim_473,Dimension 473,-0.009882251732051373
token_0_dim_474,Dimension 474,-0.05008906126022339
token_0_dim_475,Dimension 475,0.23848511278629303
token_0_dim_476,Dimension 476,-0.0684846043586731
token_0_dim_477,Dimension 477,0.10153906047344208
token_0_dim_478,Dimension 478,0.0589895024895668
token_0_dim_479,Dimension 479,-0.09645577520132065
token_0_dim_480,Dimension 480,-0.16890347003936768
token_0_dim_481,Dimension 481,0.018264077603816986
token_0_dim_482,Dimension 482,-0.07467912137508392
token_0_dim_483,Dimension 483,-0.010851781815290451
token_0_dim_484,Dimension 484,0.025847967714071274
token_0_dim_485,Dimension 485,-0.01785421557724476
token_0_dim_486,Dimension 486,0.11026701331138611
token_0_dim_487,Dimension 487,-0.06410477310419083
token_0_dim_488,Dimension 488,-0.03588009625673294
token_0_dim_489,Dimension 489,0.13842399418354034
token_0_dim_490,Dimension 490,-0.26658040285110474
token_0_dim_491,Dimension 491,0.19038864970207214
token_0_dim_492,Dimension 492,0.14742137491703033
token_0_dim_493,Dimension 493,0.03474615514278412
token_0_dim_494,Dimension 494,0.030279479920864105
token_0_dim_495,Dimension 495,0.14423535764217377
token_0_dim_496,Dimension 496,-0.012681450694799423
token_0_dim_497,Dimension 497,-0.022280074656009674
token_0_dim_498,Dimension 498,0.06112726032733917
token_0_dim_499,Dimension 499,-0.0885382667183876
token_0_dim_500,Dimension 500,-0.07398160547018051
token_0_dim_501,Dimension 501,0.1797829419374466
token_0_dim_502,Dimension 502,0.06790602207183838
token_0_dim_503,Dimension 503,0.06137200444936752
token_0_dim_504,Dimension 504,-0.02614203467965126
token_0_dim_505,Dimension 505,-0.007682242430746555
token_0_dim_506,Dimension 506,0.009647363796830177
token_0_dim_507,Dimension 507,-0.011170415207743645
token_0_dim_508,Dimension 508,0.06953346729278564
token_0_dim_509,Dimension 509,-0.014843521639704704
token_0_dim_510,Dimension 510,0.08314282447099686
token_0_dim_511,Dimension 511,-0.19006779789924622
token_0_dim_512,Dimension 512,0.0046583060175180435
token_0_dim_513,Dimension 513,-0.036290593445301056
token_0_dim_514,Dimension 514,-0.03646672144532204
token_0_dim_515,Dimension 515,-0.02905028872191906
token_0_dim_516,Dimension 516,0.15727004408836365
token_0_dim_517,Dimension 517,0.05620003864169121
token_0_dim_518,Dimension 518,0.08125701546669006
token_0_dim_519,Dimension 519,-0.02932836301624775
token_0_dim_520,Dimension 520,0.0012459084391593933
token_0_dim_521,Dimension 521,0.04763615131378174
token_0_dim_522,Dimension 522,-0.006082616746425629
token_0_dim_523,Dimension 523,-0.005364937707781792
token_0_dim_524,Dimension 524,-0.007873538881540298
token_0_dim_525,Dimension 525,-0.05019223317503929
token_0_dim_526,Dimension 526,-0.059091538190841675
token_0_dim_527,Dimension 527,-0.054699212312698364
token_0_dim_528,Dimension 528,-0.13889876008033752
token_0_dim_529,Dimension 529,0.01303605642169714
token_0_dim_530,Dimension 530,0.09684927016496658
token_0_dim_531,Dimension 531,0.03630290925502777
token_0_dim_532,Dimension 532,-0.07733827829360962
token_0_dim_533,Dimension 533,-0.03689398244023323
token_0_dim_534,Dimension 534,-0.03749582916498184
token_0_dim_535,Dimension 535,0.09317238628864288
token_0_dim_536,Dimension 536,0.13919119536876678
token_0_dim_537,Dimension 537,-0.1561267375946045
token_0_dim_538,Dimension 538,-0.1056671142578125
token_0_dim_539,Dimension 539,0.24755872786045074
token_0_dim_540,Dimension 540,0.002659328281879425
token_0_dim_541,Dimension 541,0.1479693204164505
token_0_dim_542,Dimension 542,0.03381626307964325
token_0_dim_543,Dimension 543,-0.03749268501996994
token_0_dim_544,Dimension 544,-0.02159431204199791
token_0_dim_545,Dimension 545,0.06416913866996765
token_0_dim_546,Dimension 546,0.054659195244312286
